season,episode,narrator,line
2,24,phoebe:," uh huh, let's go. oh, wait i have gum. okay. good, very good, firm but tender. i'd recommend you to a friend."
2,24,joey:, then i don't know what it is. what's the problem?
2,24,monica:," joey, you know, maybe your just not used to kissing men, maybe you just tensed up a little, maybe that's what you need to work on."
2,24,joey:," yeah, that makes sense. "
2,24,ross:, over my dead body! 
2,24,chandler:, and i'll be using his dead body as a shield. 
2,24,ross:," come on out, honey! i'm telling you look good! tell her she looks good, tell her she looks good. "
2,24,phoebe:," oh my god, you look so good!"
2,24,rachel:, i can not believe i have to walk down the aisle in front of 200 people looking like something you drink when your nauseous.
2,24,ross:," so don't, i don't see why we have to go to this thing anyway, it's your ex fiancee's wedding."
2,24,rachel:, because i promised mindy i would.
2,24,monica:," yeah, well you promised barry, you'd marry him. "
2,24,rachel:," look you guys, i have to go, i'm the maid of honor. and besides you know what i just need to be in a room again with these people and feel good about myself. "
2,24,phoebe:, ooh oh! someone's wearing the same clothes they had on last night. someone get a little action?
2,24,chandler:, i may have.
2,24,monica:," woo hoo, stuud!"
2,24,ross:, what's she look like?
2,24,chandler:," well, we haven't exactly met, we just stayed up all night talking on the internet."
2,24,monica:," woo hoo, geeek!"
2,24,chandler:," i like this girl, okay, i seriously like this girl, you now how sometimes i tend get a little defended and quipy..."
2,24,ross:, get out!
2,24,rachel:, nooo!
2,24,monica:, please!
2,24,chandler:," well she totally called me on it, okay. she said, 'cut it out, get real', and i did."
2,24,rachel:, wow! what's that like?
2,24,chandler:," it's like this, me, no jokes."
2,24,phoebe:," all right, stop it, you're freaking me out."
2,24,richard:," oh, yeah, i don't like you this way. all right, i'll see you guys later."
2,24,all:," bye, richard."
2,24,monica:," bye sweetie, i love you."
2,24,richard:," i love you, too. "
2,24,phoebe:," i think my boyfriend ever so dreamy, i wonder what our wedding's gonna be like."
2,24,monica:, what are you talking about? what wedding?
2,24,phoebe:," come on, like you never talk that."
2,24,monica:," nooo! never! i mean, we're living in the moment. god, it is so nice for once to not have to get all hung up on 'where is this going?'"
2,24,rachel:, afraid to ask him?
2,24,monica:, could not be more terrified.
2,24,chandler:," well, i think you should seriously consider the marriage thing, give rachel another chance to dress up like princess bubble yum. "
2,24,monica:," where's benny? there he is! where's benny, there he is."
2,24,richard:," awww! you know that's probably why babies learn to talk, so they can tell grown ups to cut it out."
2,24,monica:," hey, you know i got a question for ya. just a little thing, no pressure. "
2,24,richard:, okay.
2,24,monica:," did you ever, uh, like, think about the future?"
2,24,richard:, sure i do.
2,24,monica:," yeah, am i in it?"
2,24,richard:," honey, you are in it."
2,24,monica:," oh god, you are about to get sooo lucky."
2,24,richard:," oh, yeah!"
2,24,monica:, keep talkin'.
2,24,richard:," well, uh, sometimes i think about selling my practice, we could move to france, make french toast."
2,24,monica:," okay, so, uh, we're in france, we're making the toast. do you see a little bassinet in the corner?"
2,24,richard:, like a hound?
2,24,monica:," not a basset, a bassinet."
2,24,richard:, you really need the bassinet?
2,24,monica:," well, i just think the baby would keep falling off the dog. do you, uh, do you , do you not see kids in our future."
2,24,richard:," oh, hey. i love children, i have children. i just don't want to be 70 when our kids go off to college, and our lives can finally start."
2,24,monica:, uh huh.
2,24,richard:," look i want you, now."
2,24,monica:," that's great. you know we don't need to talk about this now. really, i mean this is, is so way, way, way, in the future, i'm talkin' hovercrafts and apes taking over the planet. "
2,24,joey:," come on, chandler, i want this part soo much. just one kiss, i won't tell anyone."
2,24,chandler:," joey, no means no! "
2,24,rachel:, hey!
2,24,chandler:," i'm sorry we, we don't have your sheep."
2,24,joey:," aww, rach, i think you look cute and you, uh, you, you i could eat with a spoon ."
2,24,ross:, get away from me i said no!
2,24,monica:, richard buzzed. he's waiting downstairs.
2,24,joey:," oh, richard's here. i should run down say bye to him "
2,24,all:, bye.
2,24,phoebe:," bye, good luck. "
2,24,phoebe:," so how's your date with your cyberchick going. ooh, hey, what is all that ."
2,24,chandler:," oh, it's a website, it's the, uh, the guggenheim museum. see, she likes art, and i like funny words."
2,24,phoebe:, what does she mean by hh?
2,24,chandler:, it means we're holding hands.
2,24,phoebe:, are you the cutest?
2,24,chandler:, i'm afraid i might just be.
2,24,phoebe:," you know, what i think is so great that you are totally into this person and yet for all you know she could be like 90 years old, or have two heads, or. it could be a guy."
2,24,chandler:," okay, it's not a guy, all right, i know her."
2,24,phoebe:, it could be like a big giant guy.
2,24,joey:," man, i got this close to him and monica kneed me in the back. what's going on?"
2,24,phoebe:, we were just wondering if chandler's girlfriend is a girl.
2,24,joey:," oh, well. just ask her how long she's gonna live. women live longer than men."
2,24,chandler:, how do you not fall down more?
2,24,phoebe:," okay, ask her 'what is her current method of birth control?'"
2,24,chandler:," all right. ""my husband is sleeping with his secretary."" she's married! "
2,24,phoebe:, well at least we know she's a woman.
2,24,chandler:, i can't believe she's married.
2,24,joey:," aw, man i'm sorry . this must be very tough for ya, huh . "
2,24,monica:," so, i read this article in the paper the other day that says you're not supposed to throw rice at weddings, because when pigeons eat rice it kills them."
2,24,richard:," oh, that's why you never see pigeons at sushi bars. see, we're having fun."
2,24,monica:," oh, absolutely. yeah, you know i'm not even thinking about that thing that we're not supposed to think about."
2,24,richard:, neither am i. 
2,24,ross:," hey, there. "
2,24,rachel:, hi.
2,24,ross:, are you all right?
2,24,rachel:," yeah, when i was in the bathroom i saw the window that i crawled out of at my wedding, and god, i just started thinking that i shouldn't be here, you know i shouldn't, people are going to be looking at me and judging me and, and thinking about the last time."
2,24,ross:," sweetie, it's be gonna okay, all right. it's a wedding, generally people focus on the bride."
2,24,rachel:," all rightie, everybody look at me. good. all right, its time. bridesmaids and ushers let's see two lines, thank you."
2,24,rachel:," okay, i'll see you after the thing."
2,24,ross:," okay, good luck "
2,24,rachel:," thank you, okay, okay. "
2,24,rachel:, why the hell didn't you tell me!
2,24,ross:," i'm sorry. what was i supposed to do stand up and shout 'hey, rachel, your butt is showing!'"
2,24,rachel:," oh my god this is sooo humiliating. i think the only thing that tops that was, was, was when i was in the eight grade and i had to sing the copa cabana in front of the entire school. i think i got about two lines into it before i ran and freaked out. oh my god, my entire life is flashing before my eyes."
2,24,ross:," rach, hey look, i remember that, it wasn't so bad."
2,24,rachel:, rachel!
2,24,rachel:, stay well.
2,24,rachel:," okay, now that is the third time someone has said something like that to me today."
2,24,mindy:, rach! rach!
2,24,rachel:," oh, hi!"
2,24,mindy:," oh my god, i'm married!"
2,24,rachel:, i know.
2,24,mindy:, i'm mrs. dr. barry hunter hyphen farber.
2,24,rachel:," oh honey, i'm so proud of you, min."
2,24,barry:," min. oh rach, you're still here, at our wedding, they were packing up the chopped liver about now."
2,24,rachel:," yeah, i love that story. um, i got a question for you guys. why do people keep is saying that is good to see me up and about?"
2,24,mindy:," well uh, after you ran out on your wedding, barry's parents told people that you were sort of....insane."
2,24,rachel:, insane!
2,24,mindy:, ...from the syphilis.
2,24,rachel:, what?!
2,24,barry:," yeah, what are they gonna say you didn't love me anymore. come on. "
2,24,joey:," angela? joey tribiani. listen, what are ya doing tonight. i know your seeing that guy i was thinking maybe you could bring him.....hello? hello? "
2,24,phoebe:," aren't you gonna answer her, that's like the tenth bing bong message she sent. she wants to know what's wrong?"
2,24,chandler:, what's wrong? what's wrong? you're married that's what's wrong. 
2,24,phoebe:," oh, my."
2,24,chandler:, what?
2,24,phoebe:, she wants to meet you in person.
2,24,chandler:," hey, look, phoebe i wanted to meet her in person too, okay, but she's married, she has a husband."
2,24,phoebe:," what if the husband person is the wrong guy, and you are the right guy. i mean you don't get chances like this all the time, if you don't meet her now, you're gonna be kicking yourself when your 80, which is hard to do, and that's how you break a hip."
2,24,chandler:," okay, i'll do it!"
2,24,phoebe:," oh, yeah! okay! great! go, man, go put on your shoes, and, and march out there and meet her! oh, wait, no, no you have to take a shower, 'cause, eww. no, you know what you have to answer her, answer her first. no, no, you know what make some coffee 'cause its too much. "
2,24,monica:," okay, one more, please. come on, i'm gonna get it in this time, i will."
2,24,richard:," okay, last chance. again, i'm sorry."
2,24,monica:," yo! can i have your attention, please, best man, making a toast here. thank you. i remember when barry got home from his first date with rachel..."
2,24,all:," what, you hired the same band i can't use the same speech. thank you, thank you very much. anyway, i wish you both a wonderful life together. and rachel..."
2,24,rachel:," no, no, no now in all seriousness, its not a lot of women would've had the guts to come back here tonight, and even fewer, who would do it with their asses hanging out! "
2,24,ross:," uh, i like to, uh, to add something to that..."
2,24,rachel:," why are you adding, why are you adding, why are you adding, why are you adding?"
2,24,ross:," most of you don't know me, i'm rachel's boyfriend."
2,24,rachel:, oh dear god.
2,24,ross:," ross, uh and uh, i'd just like to say that it did take a lot of courage for rachel to come here tonight. and, uh, for the record she did not run out on barry because she had syphilis. what are you doing i'm serious. uh, the reason she walked out on, on barry is simply that she didn't love him, which incidentally worked out pretty well for me cheers."
2,24,rachel:, she you in the parking lot.
2,24,ross:," no, rach!"
2,24,barry:, and once again she is out of here. okay who had 9 ? um?
2,24,rachel:," ya, know what barr, i'm not gonna leave. i probably should, but i'm not, see 'cause i promised myself that i would make it through at least *one* of your weddings . see now, tonight, all i really wanted was to make it though this evening with a little bit of grace and dignity. well , i guess we can all agree that's not gonna happen. there's nothing really left to say except.... ""her name was lola. she was a showgirl. with yellow feathers , feathers in her hair, and a dress cut down to there. she would..."""
2,24,ross:," marenge,"
2,24,rachel:," ""...marenge, thank you honey, and do the cha cha. and while she like to be a star, tony always tended bar. at the, wait, wait, everybody.."""
